family_name_input,aphia_id,phyllum,class,order,accepted_family,common_name,mobility,nutritional_strategy,confidence,evidence_source_domain,evidence_url1,evidence_url2,notes,assigned_by,date_assigned
Moerisiidae,22784,Cnidaria,Hydrozoa,Limnomedusae,Moerisiidae,hydromedusae (Moerisia),Planktonic,Predator,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=22784,https://invasions.si.edu/nemesis/species_summary/50786,Medusae feed on zooplankton (copepods etc.); planktonic gelatinous predators.,GPT-5 Pro,9/26/25
Olindiidae,578126,Cnidaria,Hydrozoa,Limnomedusae,Olindiidae,olindiid hydromedusae,Planktonic,Predator,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=578126,,Limnomedusae family; AphiaID confirmed.,GPT-5 Pro,9/25/25
Cuninidae,16845,Cnidaria,Hydrozoa,Narcomedusae,Cuninidae,cuninid narcomedusae,Planktonic,Predator,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=16845,https://www.st.nmfs.noaa.gov/copepedia/taxa/T4007785/,Narcomedusae are pelagic predators capturing zooplankton with tentacles.,GPT-5 Pro,9/24/25
Solmundaeginidae,346969,Cnidaria,Hydrozoa,Narcomedusae,Solmundaeginidae,solmundaeginid medusae,Planktonic,Predator,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=346969,,Narcomedusae; pelagic predators capturing zooplankton.,GPT-5 Pro,9/25/25
Agalmatidae,135344,Cnidaria,Hydrozoa,Siphonophorae,Agalmatidae,siphonophores,Planktonic,Predator,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=135344,,Colonial siphonophores are pelagic predators on crustaceans/fish larvae.,GPT-5 Pro,9/24/25
Apolemiidae,135345,Cnidaria,Hydrozoa,Siphonophorae,Apolemiidae,siphonophores (Apolemia),Planktonic,Predator,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=135345,,Pelagic colonial predators on zooplankton/fish larvae.,GPT-5 Pro,9/24/25
Diphyidae,136003,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,diphyid siphonophores,Planktonic,Predator,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=136003,,Planktonic colonial hydrozoans capturing zooplankton.,GPT-5 Pro,9/24/25
Erennidae,266984,Cnidaria,Hydrozoa,Siphonophorae,Erennidae,Erenna siphonophores,Planktonic,Predator,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=266984,,Deep-sea physonect siphonophores; active midwater predators.,GPT-5 Pro,9/24/25
Forskaliidae,135347,Cnidaria,Hydrozoa,Siphonophorae,Forskaliidae,Forskalia siphonophores,Planktonic,Predator,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=135347,,Midwater colonial predators within Siphonophorae.,GPT-5 Pro,9/24/25
Physophoridae,204466,Cnidaria,Hydrozoa,Siphonophorae,Physophoridae,physophorid siphonophores,Planktonic,Predator,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=204466,,Midwater colonial predators (siphonophores.,GPT-5 Pro,9/25/25
Prayidae,135340,Cnidaria,Hydrozoa,Siphonophorae,Prayidae,prayid siphonophores,Planktonic,Predator,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=135340,,Pelagic siphonophores preying on zooplankton/small nekton.,GPT-5 Pro,9/25/25
Rhizophysidae,135343,Cnidaria,Hydrozoa,Siphonophorae,Rhizophysidae,rhizophysid siphonophores,Planktonic,Predator,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=135343,,Cystonect siphonophores; pelagic predators; family AphiaID set.,GPT-5 Pro,9/25/25
Rhodaliidae,135350,Cnidaria,Hydrozoa,Siphonophorae,Rhodaliidae,rhodaliid siphonophores,Planktonic,Predator,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=135350,,Family includes tethering species but overall pelagic; canonical family page.,GPT-5 Pro,9/25/25
Sphaeronectidae,135341,Cnidaria,Hydrozoa,Siphonophorae,Sphaeronectidae,sphaeronectid siphonophores,Planktonic,Predator,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=135341,,Small pelagic siphonophores preying on zooplankton.,GPT-5 Pro,9/25/25
Geryoniidae,16843,Cnidaria,Hydrozoa,Trachymedusae,Geryoniidae,geryoniid medusae,Planktonic,Predator,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=16843,,Oceanic medusae capturing zooplankton; family status varies but used here per WoRMS.,GPT-5 Pro,9/24/25
Halicreatidae,16844,Cnidaria,Hydrozoa,Trachymedusae,Halicreatidae,trachymedusae jellyfish,Planktonic,Predator,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=16844,,Pelagic medusae that hunt zooplankton; family per WoRMS.,GPT-5 Pro,9/25/25
Rhopalonematidae,16842,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,rhopalonematid medusae,Planktonic,Predator,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=16842,,Trachymedusae; oceanic medusae preying on zooplankton.,GPT-5 Pro,9/25/25
Tiarannidae,22767,Cnidaria,Hydrozoa,Trachymedusae,Tiarannidae,tiarannid medusae,Planktonic,Predator,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=22767,,Trachymedusae medusae; pelagic predators.,GPT-5 Pro,9/25/25
Tiaropsidae,22961,Cnidaria,Hydrozoa,Trachymedusae,Tiaropsidae,tiaropsid medusae,Planktonic,Predator,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=22961,,Trachymedusae; planktonic zooplanktivores.,GPT-5 Pro,9/25/25
Ceratomyxidae,160471,Cnidaria,Myxosporea,Bivalvulida,Ceratomyxidae,myxosporean parasites (Ceratomyxa),Mobile,Parasite,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=160471,,Autofilled AphiaID from WoRMS; obligate myxosporean parasites.,GPT-5 Pro,9/25/25
Nausithoidae,135231,Cnidaria,Scyphozoa,Coronatae,Nausithoidae,crown jellyfishes (Nausithoe),Planktonic,Predator,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=135231,,Coronate scyphozoan medusae feeding on zooplankton.,GPT-5 Pro,9/25/25
Lychnorhizidae,347501,Cnidaria,Scyphozoa,Rhizostomeae,Lychnorhizidae,lychnorhizid jellyfishes,Planktonic,Predator,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=347501,,Rhizostome medusae feeding on zooplankton and micro-nekton.,GPT-5 Pro,9/25/25
Mastigiidae,287876,Cnidaria,Scyphozoa,Rhizostomeae,Mastigiidae,Mastigias jellies,Planktonic,Predator;Symbiotic_photosynthesis,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=287876,https://www.nature.com/scitable/knowledge/library/zooxanthellae-symbiosis-with-jellyfish-13260220/,Rhizostome medusae that prey on zooplankton and often host zooxanthellae.,GPT-5 Pro,9/25/25
Stomolophidae,287875,Cnidaria,Scyphozoa,Rhizostomeae,Stomolophidae,cannonball jellyfishes,Planktonic,Predator,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=287875,,Rhizostome scyphozoans that consume zooplankton/micro-nekton.,GPT-5 Pro,9/25/25
Drymonematidae,867503,Cnidaria,Scyphozoa,Semaeostomeae,Drymonematidae,pink‑meanie jellies,Planktonic,Predator,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=867503,,Scyphozoan medusae that prey on other jellyfish.,GPT-5 Pro,9/24/25
Pelagiidae,347493,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,pelagiid jellyfishes,Planktonic,Predator,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=347493,,Oceanic scyphozoan medusae; AphiaID confirmed.,GPT-5 Pro,9/25/25
Ulmaridae,135241,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,ulmarid jellyfishes,Planktonic,Predator,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=135241,,Oceanic scyphozoan medusae feeding on zooplankton/small nekton.,GPT-5 Pro,9/25/25
Haliclystidae,880517,Cnidaria,Staurozoa,Stauromedusae,Haliclystidae,stalked jellyfish (Haliclystidae),Sessile,Predator,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=880517,,Stauromedusae attach to substrates and capture small prey with nematocysts.,GPT-5 Pro,9/25/25
Lipkeidae,135244,Cnidaria,Staurozoa,Stauromedusae,Lipkeidae,stalked jellyfishes (Lipkea),Sessile,Predator,0.75,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=135244,,Stalked jellyfishes attached and predatory.,GPT-5 Pro,9/25/25
Lipkeidae,135244,Cnidaria,Staurozoa,Stauromedusae,Lipkeidae,lipkeid stalked jellyfish,Sessile,Predator,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=135244,,Stalked jellyfish (Lipkea spp. attach to substrates and capture prey.,GPT-5 Pro,9/25/25
Beroidae,106317,Ctenophora,Nuda,Beroida,Beroidae,beroe comb jellies,Planktonic,Predator,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=106317,,Ctenophores in Beroidae are pelagic predators of other gelatinous zooplankton.,GPT-5 Pro,9/24/25
Bolinopsidae,106325,Ctenophora,Tentaculata,Lobata,Bolinopsidae,lobate ctenophores,Planktonic,Predator,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=106325,https://www.nature.com/articles/s41598-023-27955-z,Holoplanktonic lobates that capture zooplankton with feeding currents and lobes.,GPT-5 Pro,9/24/25
Ocyropsidae,106329,Ctenophora,Tentaculata,Lobata,Ocyropsidae,ocyropsid comb jellies,Planktonic,Predator,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=106329,,Set family AphiaID from WoRMS (lobate ctenophores.,GPT-5 Pro,9/25/25
Coeloplanidae,106288,Ctenophora,Tentaculata,Platyctenida,Coeloplanidae,benthic comb jellies (Coeloplana),Mobile,Predator,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=106288,,Platyctenid ctenophores creep on substrates and prey on small zooplankton.,GPT-5 Pro,9/25/25
Asteriidae,123121,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,sea stars (asteriids),Mobile,Predator;Scavenger,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=123121,,Forcipulate sea stars prey on bivalves and scavenge; mobile.,GPT-5 Pro,9/24/25
Luidiidae,123148,Echinodermata,Asteroidea,Paxillosida,Luidiidae,sand stars (Luidia),Mobile,Predator;Scavenger,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=123148,,Sand-dwelling sea stars preying on infauna and carrion.,GPT-5 Pro,9/25/25
Asterinidae,123133,Echinodermata,Asteroidea,Valvatida,Asterinidae,sea stars (asterinids),Mobile,Grazer;Predator,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=123133,,Family includes algal/biofilm grazers and small-prey predators; mixed strategy.,GPT-5 Pro,9/24/25
Goniasteridae,123135,Echinodermata,Asteroidea,Valvatida,Goniasteridae,goniasterid sea stars,Mobile,Predator;Scavenger,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=123135,,Epibenthic sea stars feeding on invertebrates and carrion.,GPT-5 Pro,9/24/25
Mithrodiidae,149873,Echinodermata,Asteroidea,Valvatida,Mithrodiidae,mithrodid sea stars,Mobile,Predator;Scavenger,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=149873,,"Large predatory/scavenging sea stars (e.g., Mithrodia.",GPT-5 Pro,9/25/25
Comatulidae,828512,Echinodermata,Crinoidea,Comatulida,Comatulidae,feather stars,Mobile,TPC,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=828512,https://www.britannica.com/animal/crinoid,Feather stars capture suspended particles with arms/pinnules; adults crawl/swim short distances.,GPT-5 Pro,9/24/25
Arbaciidae,123156,Echinodermata,Echinoidea,Arbacioida,Arbaciidae,sea urchins (arbaciids),Mobile,Grazer,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=123156,,Regular urchins predominantly graze algal material on hard substrates.,GPT-5 Pro,9/24/25
Echinometridae,412407,Echinodermata,Echinoidea,Camarodonta,Echinometridae,rock urchins,Mobile,Grazer,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=412407,,Regular urchins scraping algae and biofilm on hard substrates.,GPT-5 Pro,9/24/25
Toxopneustidae,123179,Echinodermata,Echinoidea,Camarodonta,Toxopneustidae,flower/collector urchins,Mobile,Grazer,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=123179,,Regular urchins primarily grazing algae/biofilm.,GPT-5 Pro,9/25/25
Cidaridae,123158,Echinodermata,Echinoidea,Cidaroida,Cidaridae,pencil urchins,Mobile,Grazer,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=123158,https://www.britannica.com/animal/sea-urchin-echinoderm,Adult cidaroids are mobile grazers on algae and encrusting biota.,GPT-5 Pro,9/24/25
Trigonocidaridae,510858,Echinodermata,Echinoidea,Cidaroida,Trigonocidaridae,trigonocidarid urchins,Mobile,Grazer,0.75,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=510858,,Cidaroid urchins scraping algae/biofilm.,GPT-5 Pro,9/25/25
Diadematidae,123163,Echinodermata,Echinoidea,Diadematoida,Diadematidae,long‑spined sea urchins,Mobile,Grazer,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=123163,https://www.marlin.ac.uk/species/detail/1160,Diadematids are mobile grazers scraping algal films/macrophytes.,GPT-5 Pro,9/24/25
Brissidae,123173,Echinodermata,Echinoidea,Spatangoida,Brissidae,heart urchins,Mobile,Deposit_feeder,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=123173,https://www.frontiersin.org/articles/10.3389/fmicb.2020.00308/full,Infaunal heart urchins ingest sediment/detritus while burrowing.,GPT-5 Pro,9/24/25
Paleopneustidae,510794,Echinodermata,Echinoidea,Spatangoida,Paleopneustidae,irregular urchins (fossil),Mobile,Deposit_feeder,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=510794,,Largely fossil irregular urchins; traits not assigned.,GPT-5 Pro,9/25/25
Schizasteridae,123176,Echinodermata,Echinoidea,Spatangoida,Schizasteridae,schizasterid heart urchins,Mobile,Deposit_feeder,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=123176,,Infaunal spatangoid urchins ingesting sediment/organic detritus.,GPT-5 Pro,9/25/25
Amphiuridae,123206,Echinodermata,Ophiuroidea,Ophiurida,Amphiuridae,brittle stars (amphiurids),Mobile,Deposit_feeder;Suspension_feeder,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=123206,,Arm-feeding brittle stars take suspended particles and surface deposits; mobile but often sedentary posture.,GPT-5 Pro,9/24/25
Ophiactidae,123207,Echinodermata,Ophiuroidea,Ophiurida,Ophiactidae,brittle stars (Ophiactidae),Mobile,Deposit_feeder;Suspension_feeder,0.75,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=123207,,Particle feeding common (surface deposits/suspension; AphiaID set.,GPT-5 Pro,9/25/25
Ophiodermatidae,123197,Echinodermata,Ophiuroidea,Ophiurida,Ophiodermatidae,brittle stars (Ophiodermatidae),Mobile,Predator;Scavenger,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=123197,,Large benthic ophiuroids; family ID confirmed.,GPT-5 Pro,9/25/25
Ophiolepididae,240887,Echinodermata,Ophiuroidea,Ophiurida,Ophiolepididae,ophiolepidid brittle stars,Mobile,Deposit_feeder;Suspension_feeder,0.75,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=240887,,Family includes particle-feeding brittle stars using arms for deposit or suspension feeding.,GPT-5 Pro,9/25/25
Ophioleucidae,123198,Echinodermata,Ophiuroidea,Ophiurida,Ophioleucidae,brittle stars (Ophioleucidae),Mobile,Deposit_feeder;Suspension_feeder,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=123198,,Family-level diet includes particle feeding; AphiaID confirmed.,GPT-5 Pro,9/25/25
Ophionereididae,123199,Echinodermata,Ophiuroidea,Ophiurida,Ophionereididae,brittle stars (Ophionereididae),Mobile,Grazer;Deposit_feeder,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=123199,,Many Ophionereis spp. graze biofilms/algal detritus; set mixed benthic feeding.,GPT-5 Pro,9/25/25
Ophiopyrgidae,1062638,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,brittle stars (deep‑sea),Mobile,Deposit_feeder; Suspension_feeder,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1062638,https://www.marlin.ac.uk/species/detail/1400,Ophiuroids commonly deposit or suspension feed depending on flow/sediment; mobile epibenthos.,GPT-5 Pro,9/26/25
Ophiotrichidae,123208,Echinodermata,Ophiuroidea,Ophiurida,Ophiotrichidae,brittle stars (Ophiotrichidae),Mobile,TPC,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=123208,https://www.marlin.ac.uk/species/detail/1413,Well-known suspension feeders via arm fans; WoRMS family ID confirmed.,GPT-5 Pro,9/25/25
Ophiuridae,123200,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,brittle stars (Ophiuridae),Mobile,Deposit_feeder;Suspension_feeder,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=123200,,Dominant modes include surface deposit and suspension feeding; family ID set.,GPT-5 Pro,9/25/25
Barentsiidae,154527,Entoprocta,,,Barentsiidae,entoprocts (kamptozoans),Sessile,WCP,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=154527,,Goblet worms are sessile filter feeders; internal class/order usage varies—left unknown.,GPT-5 Pro,9/24/25
Loxosomatidae,111794,Entoprocta,,,Loxosomatidae,solitary entoprocts,Sessile,WCP,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=111794,,"Epizoic, stalked entoprocts filtering suspended particles.",GPT-5 Pro,9/25/25
Dasydytidae,101094,Gastrotricha,Gastrotricha,Chaetonotida,Dasydytidae,gastrotrichs (Dasydytidae),Mobile,Deposit_feeder; Grazer,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=101094,https://animaldiversity.org/accounts/Gastrotricha/,"Meiofauna feeding on bacteria, diatoms, detritus; ciliary locomotion on sediments/vegetation.",GPT-5 Pro,9/26/25
Lepidodasyidae,115019,Gastrotricha,Gastrotricha,Macrodasyida,Lepidodasyidae,lepidodasyid gastrotrichs,Mobile,Deposit_feeder;Grazer,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=115019,,Interstitial meiobenthos feeding on bacteria/diatoms and detritus.,GPT-5 Pro,9/25/25
Macrodasyidae,1147,Gastrotricha,Gastrotricha,Macrodasyida,Macrodasyidae,macrodasyid gastrotrichs,Mobile,Deposit_feeder;Grazer,0.7,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1147,,Interstitial gastrotrichs feeding on detritus and microalgae.,GPT-5 Pro,9/25/25
Muselliferidae,265635,Gastrotricha,Gastrotricha,Macrodasyida,Muselliferidae,muselliferid gastrotrichs,Mobile,Deposit_feeder;Grazer,0.65,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=265635,,Interstitial gastrotrichs consuming bacteria/diatoms and detritus.,GPT-5 Pro,9/25/25
Chaetonotidae,114416,Gastrotricha,,Chaetonotida,Chaetonotidae,chaetonotid gastrotrichs,Mobile,Deposit_feeder;Grazer,0.65,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=114416,https://en.wikipedia.org/wiki/Chaetonotidae,Minute benthos that feed on bacteria/microalgae in surface sediments.,GPT-5 Pro,9/24/25
Arcidae,208,Mollusca,Bivalvia,Arcida,Arcidae,ark clams,Sessile,ADS,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=208,,Infaunal/epifaunal bivalves filter-feed from water column.,GPT-5 Pro,9/24/25
Glycymerididae,233,Mollusca,Bivalvia,Arcida,Glycymerididae,dog cockles (Glycymeris),Sessile,ADS,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=233,,Infaunal/epifaunal bivalves filtering suspended particles; AphiaID autofilled.,GPT-5 Pro,9/25/25
Donacidae,236,Mollusca,Bivalvia,Cardiida,Donacidae,wedge clams,Sessile,ADS,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=236,https://biotic.marlin.ac.uk/data/species/6273,Infaunal surf-zone bivalves filter-feed in the swash zone.,GPT-5 Pro,9/24/25
Mactridae,216,Mollusca,Bivalvia,Cardiida,Mactridae,surf clams,Sessile,ADS,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=216,,Infaunal bivalves filter-feeding from the water column.,GPT-5 Pro,9/25/25
Tellinidae,235,Mollusca,Bivalvia,Cardiida,Tellinidae,tellins,Sessile,ADS,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=235,,Infaunal bivalves pumping/filtering suspended particles.,GPT-5 Pro,9/25/25
Veneridae,230,Mollusca,Bivalvia,Cardiida,Veneridae,venus clams,Sessile,ADS,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=230,,Infaunal clams filtering suspended particles from the water column.,GPT-5 Pro,9/25/25
Crassatellidae,492668,Mollusca,Bivalvia,Carditida,Crassatellidae,crassatellid clams,Sessile,ADS,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=492668,,Infaunal bivalves filtering particles from the water column.,GPT-5 Pro,9/24/25
Lasaeidae,222,Mollusca,Bivalvia,Galeommatida,Lasaeidae,lasaeid bivalves,Sessile,ADS,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=222,,Small infaunal bivalves filtering particles from water.,GPT-5 Pro,9/25/25
Lucinidae,23058,Mollusca,Bivalvia,Lucinida,Lucinidae,lucinid clams,Sessile,Chemolithoautototroph;Suspension_feeder,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=23058,https://www.nature.com/articles/nature11362,Sulfur-Sulfur-oxidizing endosymbionts supply most nutrition; many also facultatively filter-feed.,GPT-5 Pro,9/25/25
Mytilidae,211,Mollusca,Bivalvia,Mytilida,Mytilidae,mussels,Sessile,ADS,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=211,,Byssally attached bivalves filtering suspended particles.,GPT-5 Pro,9/25/25
Anomiidae,214,Mollusca,Bivalvia,Ostreida,Anomiidae,jingle shells,Sessile,ADS,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=214,,Cemented bivalves filtering from water column; WoRMS search used (no AphiaID.,GPT-5 Pro,9/25/25
Gryphaeidae,23048,Mollusca,Bivalvia,Ostreida,Gryphaeidae,foam oysters,Sessile,ADS,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=23048,,Cemented oysters filtering particulates from water column.,GPT-5 Pro,9/24/25
Ostreidae,215,Mollusca,Bivalvia,Ostreida,Ostreidae,true oysters,Sessile,ADS,0.95,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=215,https://www.marlin.ac.uk/species/detail/1147,Canonical family page (AphiaID 215; MARLIN retained as secondary ecology source.,GPT-5 Pro,9/25/25
Limidae,231,Mollusca,Bivalvia,Pectinida,Limidae,file/ragged clams,Sessile,ADS,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=231,,Epifaunal bivalves filtering suspended particles; some swim briefly but sessile overall.,GPT-5 Pro,9/25/25
Pectinidae,151,Mollusca,Bivalvia,Pectinida,Pectinidae,scallops,Mobile,ADS,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=151,https://www.marlin.ac.uk/species/detail/1400,WoRMS set as primary per evidence rule; MARLIN retained as secondary.,GPT-5 Pro,9/25/25
Plicatulidae,23121,Mollusca,Bivalvia,Pectinida,Plicatulidae,angular oysters,Sessile,ADS,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=23121,,Cemented epifaunal bivalves filtering suspended particles.,GPT-5 Pro,9/25/25
Propeamussiidae,23134,Mollusca,Bivalvia,Pectinida,Propeamussiidae,propeamussiid scallops,Mobile,ADS,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=23134,,"Small scallops; filter feeders, some capable of swimming.",GPT-5 Pro,9/25/25
Malleidae,23120,Mollusca,Bivalvia,Pteriida,Malleidae,hammer oysters,Sessile,ADS,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=23120,,Cemented bivalves filtering suspended particles from water.,GPT-5 Pro,9/25/25
Pinnidae,1776,Mollusca,Bivalvia,Pteriida,Pinnidae,pen shells,Sessile,ADS,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1776,,Large pen shells anchored in sediment; filter feeders.,GPT-5 Pro,9/25/25
Chamidae,23001,Mollusca,Bivalvia,Venerida,Chamidae,jewel box clams,Sessile,ADS,0.85,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=23001,https://www.britannica.com/animal/bivalve,Cemented bivalves that filter suspended particles from water.,GPT-5 Pro,9/24/25
Sepiidae,11723,Mollusca,Cephalopoda,Sepiida,Sepiidae,cuttlefishes,Nektonic,Predator,0.95,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=11723,https://www.fishbase.se/summary/FamilySummary.php?ID=230,Cuttlefishes; active nektonic predators.,GPT-5 Pro,9/25/25
Sepiolidae,11725,Mollusca,Cephalopoda,Sepiolida,Sepiolidae,bobbail squids; sepiolids,Nektonic,Predator,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=11725,,Bobtail squids; small cephalopod predators.,GPT-5 Pro,9/25/25
Aplysiidae,172,Mollusca,Gastropoda,Anaspidea,Aplysiidae,sea hares,Mobile,Grazer,0.9,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=172,,Sea hares predominantly graze macroalgae; mobile herbivores.,GPT-5 Pro,9/24/25
Pachychilidae,411651,Mollusca,Gastropoda,Caenogastropoda,Pachychilidae,river snails (pachychilids),Mobile,Grazer,0.6,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=411651,https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/gastropoda,Freshwater caenogastropods grazing periphyton/algal films; mobile benthic crawlers.,GPT-5 Pro,9/26/25
Cerithiopsidae,130,Mollusca,Gastropoda,Caenogastropoda (unassigned),Cerithiopsidae,cerithiopsid snails (often spongivores),Mobile,Predator,0.8,marinespecies.org,https://www.marinespecies.org/aphia.php?p=taxdetails&id=130,https://stri-apps.si.edu/docs/publications/pdfs/Collin_Cerithiopsis.pdf,Many species feed on sponges using a proboscis; specialized micropredators on Porifera tissue.,GPT-5 Pro,9/26/25
